Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2023-09-05,214.47813415527344,25779.982421875,1633.62939453125,0.5054110288619995,215.7220001220703,25858.375,1645.9483642578125,0.5083969831466675,213.6724395751953,25589.98828125,1610.1412353515625,0.5001230239868164,215.2110137939453,25814.95703125,1629.9110107421875,0.5083969831466675,298056096,11094740040,4417491902,750823613
2023-09-06,215.13465881347656,25753.236328125,1632.2523193359375,0.5032430291175842,217.1808319091797,25953.015625,1656.9327392578125,0.5054550170898438,212.31671142578125,25404.359375,1611.147705078125,0.4938110113143921,214.48904418945312,25783.931640625,1633.912109375,0.5054309964179993,367874698,12752705327,4987397046,773743079
2023-09-07,216.88717651367188,26240.1953125,1647.5982666015625,0.5048570036888123,217.6039581298828,26409.302734375,1657.3037109375,0.5060909986495972,213.5731201171875,25608.201171875,1623.220458984375,0.4973379969596863,215.13946533203125,25748.3125,1632.2628173828125,0.5032370090484619,414939879,11088307100,4907290296,699614463
2023-09-08,214.56202697753906,25905.654296875,1636.1378173828125,0.5048499703407288,218.2228240966797,26414.005859375,1657.1363525390625,0.5067179799079895,213.61947631835938,25677.48046875,1617.7965087890625,0.49702900648117065,216.8837432861328,26245.208984375,1647.8076171875,0.5048649907112122,350437594,10817356400,4598495496,709453301
2023-09-09,214.2229461669922,25895.677734375,1635.162353515625,0.5038549900054932,215.33013916015625,25921.9765625,1636.8707275390625,0.5048589706420898,214.2229461669922,25810.494140625,1629.660888671875,0.5020279884338379,214.56703186035156,25905.42578125,1636.0504150390625,0.5048589706420898,218159197,5481314132,2081625742,359744792
2023-09-10,212.31802368164062,25832.2265625,1616.828857421875,0.49781399965286255,214.22784423828125,25978.130859375,1635.43310546875,0.5038830041885376,211.5386199951172,25640.26171875,1604.04052734375,0.4954189956188202,214.22056579589844,25895.2109375,1635.211669921875,0.5038579702377319,334977578,7899553047,4339499949,506251985
2023-09-11,206.03421020507812,25162.654296875,1551.6376953125,0.474373996257782,212.61009216308594,25883.947265625,1618.3057861328125,0.49801498651504517,204.3567352294922,24930.296875,1533.4267578125,0.4670790135860443,212.32261657714844,25831.71484375,1616.769775390625,0.4977859854698181,466832593,14600006467,7693700923,1280910602
2023-09-12,210.99436950683594,25833.34375,1592.429443359375,0.4807380139827728,213.48744201660156,26451.939453125,1619.114013671875,0.48482999205589294,205.26248168945312,25133.078125,1549.4937744140625,0.4707520008087158,206.04315185546875,25160.658203125,1551.497802734375,0.474388986825943,435525863,18657279324,6813819740,1026076357
2023-09-13,212.64259338378906,26228.32421875,1607.988525390625,0.48377498984336853,213.15785217285156,26376.11328125,1615.05029296875,0.48678699135780334,209.4974365234375,25781.123046875,1582.217529296875,0.47493401169776917,211.02386474609375,25837.5546875,1592.892333984375,0.4807569980621338,329580406,13072077070,4979469106,899389429
2023-09-14,212.2828369140625,26539.673828125,1626.974365234375,0.48945701122283936,214.88356018066406,26774.623046875,1640.522705078125,0.49311500787734985,211.3829345703125,26171.451171875,1607.7353515625,0.48065099120140076,212.6405792236328,26228.27734375,1608.0316162109375,0.48376700282096863,370840987,13811359124,5538958553,783751989
2023-09-15,214.17552185058594,26608.693359375,1641.640380859375,0.5008749961853027,214.9447479248047,26840.498046875,1652.1131591796875,0.5050740242004395,211.19467163085938,26240.701171875,1613.2486572265625,0.48897698521614075,212.30435180664062,26533.818359375,1626.8701171875,0.4894680082798004,477731080,11479735788,4348584771,951792585
2023-09-16,214.96054077148438,26568.28125,1635.2216796875,0.49987998604774475,215.70355224609375,26754.76953125,1649.9886474609375,0.503167986869812,213.56289672851562,26473.890625,1632.577880859375,0.49884501099586487,214.1683807373047,26606.19921875,1641.4464111328125,0.5008490085601807,483436741,7402031417,2819575929,517370943
2023-09-17,216.4657745361328,26534.1875,1622.896728515625,0.4930410087108612,216.63502502441406,26617.998046875,1635.512939453125,0.5003719925880432,213.70974731445312,26445.07421875,1616.779296875,0.49202200770378113,214.948974609375,26567.927734375,1635.2010498046875,0.499906986951828,432102186,6774210670,3032716258,500486648
2023-09-18,216.00392150878906,26754.28125,1637.3470458984375,0.5032029747962952,221.00985717773438,27414.734375,1669.015380859375,0.5066319704055786,215.3173065185547,26415.515625,1609.9573974609375,0.4895470142364502,216.47091674804688,26532.994140625,1623.0819091796875,0.49302899837493896,572231452,15615339655,5916674789,955363038
2023-09-19,217.21095275878906,27211.1171875,1643.544677734375,0.5141509771347046,219.7490234375,27488.763671875,1659.53173828125,0.5159749984741211,215.6417694091797,26681.60546875,1628.4132080078125,0.5018370151519775,216.00177001953125,26760.8515625,1637.31201171875,0.5031870007514954,385547582,13807690550,4405868861,981191150
2023-09-20,214.3633270263672,27132.0078125,1622.890625,0.5213549733161926,217.75669860839844,27379.505859375,1649.619140625,0.5242660045623779,213.76046752929688,26864.08203125,1610.4207763671875,0.5103909969329834,217.21060180664062,27210.228515625,1643.495361328125,0.5141329765319824,372917826,13281116604,5156431986,1081193591
2023-09-21,210.7939453125,26567.6328125,1584.3070068359375,0.5071790218353271,215.109375,27152.939453125,1625.20458984375,0.5213580131530762,209.58688354492188,26389.30078125,1573.3057861328125,0.5020229816436768,214.35374450683594,27129.83984375,1622.591796875,0.5213580131530762,384479845,13371443708,5191732312,1120291947
2023-09-22,211.15086364746094,26579.568359375,1593.268310546875,0.5125100016593933,212.02658081054688,26726.078125,1601.5377197265625,0.5161809921264648,209.94168090820312,26495.533203125,1579.101318359375,0.5056089758872986,210.7893829345703,26564.056640625,1584.0025634765625,0.5071939826011658,274805031,10578746709,3460791634,712954688
2023-09-23,210.56060791015625,26579.390625,1593.8577880859375,0.5080339908599854,211.58322143554688,26634.185546875,1598.001708984375,0.5135189890861511,210.1420135498047,26520.51953125,1588.3289794921875,0.5068860054016113,211.1380615234375,26578.556640625,1593.213134765625,0.5124980211257935,215040995,7404700301,2101436678,382427235
2023-09-24,208.28289794921875,26256.826171875,1580.8533935546875,0.5023880004882812,211.23727416992188,26716.05859375,1600.207275390625,0.5113170146942139,207.9329376220703,26221.05078125,1576.7833251953125,0.5014330148696899,210.5747833251953,26579.373046875,1593.82568359375,0.5080159902572632,287192497,8192867686,3086456944,404611925
2023-09-25,210.0738067626953,26298.48046875,1588.3228759765625,0.5054609775543213,210.5183868408203,26421.5078125,1595.8441162109375,0.5064690113067627,207.47808837890625,26011.46875,1565.0255126953125,0.4925830066204071,208.2601318359375,26253.775390625,1580.7474365234375,0.5023869872093201,294180845,11997833257,4394930984,852958013
2023-09-26,212.37844848632812,26217.25,1593.417236328125,0.5017079710960388,213.1878204345703,26389.884765625,1598.0977783203125,0.5066549777984619,209.86691284179688,26090.712890625,1580.16552734375,0.4988040030002594,210.0501708984375,26294.7578125,1588.023193359375,0.5054550170898438,615780140,9985498161,3544861160,782380755
