Date,Open,High,Low,Close,Volume,Lag1,Lag7,SMA7,RSI14,MACD,Returns,Volatility,Target
2023-03-31,28032.26171875,28639.896484375,27583.71484375,28478.484375,19001327598,28033.5625,27493.28515625,27822.506417410714,65.98076622370985,1301.1823724869791,0.015871042968584437,1056.181640625,28411.03515625
2023-04-01,28473.33203125,28802.45703125,28297.171875,28411.03515625,10876469901,28478.484375,27494.70703125,27953.41043526786,65.38477025203761,1278.192972421577,-0.0023684272611504964,505.28515625,28199.30859375
2023-04-02,28462.845703125,28518.958984375,27884.087890625,28199.30859375,12284641999,28411.03515625,27994.330078125,27982.69308035714,63.44735550422642,1228.725164280062,-0.00745226498561502,634.87109375,27790.220703125
2023-04-03,28183.080078125,28475.623046875,27276.720703125,27790.220703125,19556501327,28199.30859375,27139.888671875,28075.59765625,59.76265780069286,1143.3319767201283,-0.014507018470504951,1198.90234375,28168.08984375
2023-04-04,27795.2734375,28433.7421875,27681.3046875,28168.08984375,15284538859,27790.220703125,27268.130859375,28204.163225446428,61.96019437814265,1093.542465186336,0.0135971982612757,752.4375,28177.984375
2023-04-05,28169.7265625,28739.23828125,27843.763671875,28177.984375,17052315986,28168.08984375,28348.44140625,28179.81222098214,62.01868890873616,1042.8608735694143,0.000351267384649967,895.474609375,28044.140625
2023-04-06,28175.2265625,28178.384765625,27738.759765625,28044.140625,13837809380,28177.984375,28033.5625,28181.323381696428,60.65985647478708,980.5916251679009,-0.004749940528704033,439.625,27925.859375
2023-04-07,28038.966796875,28111.59375,27794.03125,27925.859375,10861680497,28044.140625,28478.484375,28102.376953125,59.420818977738726,911.1948023442892,-0.004217681389550476,317.5625,27947.794921875
2023-04-08,27920.513671875,28159.86328125,27883.38671875,27947.794921875,9373255556,27925.859375,28411.03515625,28036.199776785714,59.585686655116575,848.1899300554833,0.0007854922772632111,276.4765625,28333.05078125
2023-04-09,27952.3671875,28532.830078125,27828.48046875,28333.05078125,12175322951,27947.794921875,28199.30859375,28055.305803571428,62.46971530651637,819.8938174140494,0.013784839213681899,704.349609375,29652.98046875
2023-04-10,28336.02734375,29771.46484375,28189.271484375,29652.98046875,19282400094,28333.05078125,27790.220703125,28321.41434151786,70.29186300208016,893.674515431001,0.04658621825410658,1582.193359375,30235.05859375
2023-04-11,29653.6796875,30509.083984375,29609.30078125,30235.05859375,20121259843,29652.98046875,28168.08984375,28616.69559151786,72.96760279859822,987.729163274129,0.019629666758571807,899.783203125,30139.052734375
2023-04-12,30231.58203125,30462.48046875,29725.57421875,30139.052734375,18651929926,30235.05859375,28177.984375,28896.848214285714,71.81863788038075,1042.5039423090675,-0.003175315803583212,736.90625,30399.06640625
2023-04-13,29892.740234375,30539.845703125,29878.623046875,30399.06640625,17487721001,30139.052734375,28044.140625,29233.266183035714,73.0560682971732,1094.2800997958802,0.00862713483952482,661.22265625,30485.69921875
2023-04-14,30409.5625,31005.607421875,30044.498046875,30485.69921875,22659995079,30399.06640625,27925.859375,29598.957589285714,73.47399636979723,1129.2859164901529,0.002849851088919886,961.109375,30318.49609375
2023-04-15,30490.75,30601.740234375,30245.8828125,30318.49609375,11940685378,30485.69921875,27947.794921875,29937.62918526786,71.179219538341,1130.5046299515925,-0.005484641300179338,355.857421875,30315.35546875
2023-04-16,30315.9765625,30555.537109375,30157.83203125,30315.35546875,12854816417,30318.49609375,28333.05078125,30220.815569196428,71.13427860348551,1118.3256846014192,-0.00010358775680330279,397.705078125,29445.044921875
2023-04-17,30317.146484375,30319.197265625,29275.37109375,29445.044921875,17872186762,30315.35546875,29652.98046875,30191.110491071428,59.85607431161864,1026.6128412333164,-0.028708571396173888,1043.826171875,30397.552734375
2023-04-18,29449.091796875,30470.302734375,29154.849609375,30397.552734375,19480529496,29445.044921875,30235.05859375,30214.32393973214,66.1766499034052,1019.0422869849936,0.032348662229154,1315.453125,28822.6796875
2023-04-19,30394.1875,30411.0546875,28669.8984375,28822.6796875,24571565421,30397.552734375,30139.052734375,30026.270647321428,51.686429039059746,875.8670252222328,-0.0518092051895368,1741.15625,28245.98828125
2023-04-20,28823.68359375,29076.400390625,28037.2578125,28245.98828125,21340360360,28822.6796875,30399.06640625,29718.688058035714,47.5781460161462,707.7074113742347,-0.020008250880993006,1039.142578125,27276.91015625
2023-04-21,28249.23046875,28349.96875,27177.365234375,27276.91015625,20759504330,28245.98828125,30485.69921875,29260.289620535714,41.59505603522966,490.5880069477498,-0.034308522518338824,1172.603515625,27817.5
2023-04-22,27265.89453125,27872.142578125,27169.5703125,27817.5,13125734602,27276.91015625,30318.49609375,28903.004464285714,45.69740305099027,358.0134410785904,0.01981858797984626,702.572265625,27591.384765625
2023-04-23,27816.14453125,27820.244140625,27400.314453125,27591.384765625,12785446832,27817.5,30315.35546875,28513.865792410714,44.295903471764255,232.02687144658557,-0.008128524647254443,419.9296875,27525.33984375
2023-04-24,27591.73046875,27979.982421875,27070.849609375,27525.33984375,17703288330,27591.384765625,29445.044921875,28239.622209821428,43.87266054014169,125.40672344918494,-0.002393679129772508,909.1328125,28307.59765625
2023-04-25,27514.873046875,28371.078125,27207.931640625,28307.59765625,17733373139,27525.33984375,30397.552734375,27941.057198660714,49.97014316801948,102.84561563413445,0.02841955147295372,1163.146484375,28422.701171875
2023-04-26,28300.05859375,29995.837890625,27324.548828125,28422.701171875,31854242019,28307.59765625,28822.6796875,27883.917410714286,50.816816947103185,93.17955103534405,0.004066170397882152,2671.2890625,29473.787109375
2023-04-27,28428.46484375,29871.546875,28402.88671875,29473.787109375,27153445027,28422.701171875,28245.98828125,28059.317243303572,57.83428770722325,168.3918595287687,0.036980508331842854,1468.66015625,29340.26171875
2023-04-28,29481.013671875,29572.791015625,28929.609375,29340.26171875,17544464887,29473.787109375,27276.91015625,28354.08175223214,56.72699091584019,214.7482881899523,-0.00453030993708059,643.181640625,29248.48828125
2023-04-29,29336.56640625,29452.455078125,29088.04296875,29248.48828125,10662634333,29340.26171875,27817.5,28558.508649553572,55.93431655416249,241.29919553772197,-0.0031279011203009244,364.412109375,29268.806640625
2023-04-30,29245.515625,29952.029296875,29114.021484375,29268.806640625,14652199272,29248.48828125,27591.384765625,28798.14034598214,56.08064116497982,260.9721778767125,0.000694680667924441,838.0078125,28091.568359375
2023-05-01,29227.103515625,29329.935546875,27680.79296875,28091.568359375,18655599976,29268.806640625,27525.33984375,28879.030133928572,46.455365607140216,179.5006951323121,-0.04022160164248023,1649.142578125,28680.537109375
2023-05-02,28087.17578125,28881.298828125,27924.123046875,28680.537109375,16432924527,28091.568359375,28307.59765625,28932.307198660714,50.98766083165379,160.60743149915288,0.020966033026897257,957.17578125,29006.30859375
2023-05-03,28680.494140625,29259.533203125,28178.388671875,29006.30859375,19122972518,28680.537109375,28422.701171875,29015.6796875,53.340270864934475,169.9622016911344,0.01135862564681589,1081.14453125,28847.7109375
2023-05-04,29031.3046875,29353.185546875,28694.0390625,28847.7109375,15548678514,29006.30859375,29473.787109375,28926.240234375,52.030865998432404,162.70288152312423,-0.005467695268338013,659.146484375,29534.384765625
2023-05-05,28851.48046875,29668.908203125,28845.509765625,29534.384765625,17936566518,28847.7109375,29340.26171875,28953.972098214286,56.9575441317669,209.93861546958215,0.023803407820215394,823.3984375,28904.623046875
2023-05-06,29538.859375,29820.126953125,28468.966796875,28904.623046875,15913866714,29534.384765625,29248.48828125,28904.848493303572,51.711961096416765,194.3168042114521,-0.021323001096775096,1351.16015625,28454.978515625
2023-05-07,28901.623046875,29157.517578125,28441.3671875,28454.978515625,11301355486,28904.623046875,29268.806640625,28788.587332589286,48.29218915098463,143.99397746549585,-0.015556145829018653,716.150390625,27694.2734375
2023-05-08,28450.45703125,28663.271484375,27310.134765625,27694.2734375,19122903752,28454.978515625,28091.568359375,28731.830915178572,43.09931083441572,42.24327817062294,-0.026733637409259936,1353.13671875,27658.775390625
2023-05-09,27695.068359375,27821.400390625,27375.6015625,27658.775390625,14128593256,27694.2734375,28680.537109375,28585.86495535714,42.867660006310466,-40.789088585137506,-0.0012817829272578907,445.798828125,27621.755859375
2023-05-10,27654.63671875,28322.6875,26883.669921875,27621.755859375,20656025026,27658.775390625,29006.30859375,28388.071707589286,42.61044827389719,-108.33122926460419,-0.0013384371045779275,1439.017578125,27000.7890625
2023-05-11,27621.0859375,27621.94140625,26781.826171875,27000.7890625,16724343943,27621.755859375,28847.7109375,28124.225725446428,38.44360426753846,-209.55012978396917,-0.022481076150133283,840.115234375,26804.990234375
2023-05-12,26987.662109375,27055.646484375,25878.4296875,26804.990234375,19313599897,27000.7890625,29534.384765625,27734.31222098214,37.20807033043359,-302.08393124034774,-0.007251596524522896,1177.216796875,26784.078125
2023-05-13,26807.76953125,27030.482421875,26710.873046875,26784.078125,9999171605,26804.990234375,28904.623046875,27431.37723214286,37.071033372214885,-372.80757436867134,-0.0007801573211611013,319.609375,26930.638671875
2023-05-14,26788.974609375,27150.9765625,26661.35546875,26930.638671875,10014858959,26784.078125,28454.978515625,27213.614397321428,38.772986355336705,-412.2778770761215,0.005471927993601522,489.62109375,27192.693359375
2023-05-15,26931.384765625,27646.34765625,26766.09765625,27192.693359375,14413231792,26930.638671875,27694.2734375,27141.960100446428,41.80374621339483,-417.5989325924893,0.009730726801279843,880.25,27036.650390625
2023-05-16,27171.513671875,27299.3046875,26878.947265625,27036.650390625,12732238816,27192.693359375,27658.775390625,27053.085100446428,40.517603520261844,-429.4567606883029,-0.005738415341494774,420.357421875,27398.802734375
2023-05-17,27035.470703125,27465.927734375,26600.14453125,27398.802734375,15140006925,27036.650390625,27621.755859375,27021.23465401786,44.764975362490695,-404.9633420518221,0.013394867282656264,865.783203125,26832.208984375
2023-05-18,27401.650390625,27466.52734375,26415.1015625,26832.208984375,15222938600,27398.802734375,27000.7890625,26997.151785714286,39.95771510293733,-426.3567366579773,-0.02067950762275983,1051.42578125,26890.12890625
2023-05-19,26826.75390625,27128.619140625,26700.2109375,26890.12890625,11258983301,26832.208984375,26804.990234375,27009.314453125,40.65925623897588,-433.63878440031476,0.0021585968530852817,428.408203125,27129.5859375
2023-05-20,26888.841796875,27155.158203125,26843.27734375,27129.5859375,7044911360,26890.12890625,26784.078125,27058.672712053572,43.59358479829046,-415.300354532912,0.008905016115201336,311.880859375,26753.826171875
2023-05-21,27118.423828125,27265.91796875,26706.921875,26753.826171875,8647416921,27129.5859375,26930.638671875,27033.41378348214,40.231638005048985,-426.1750092503826,-0.013850552916312875,558.99609375,26851.27734375
2023-05-22,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,26753.826171875,27192.693359375,26984.640066964286,41.49185705214095,-422.0644599563784,0.0036425134576618667,496.0,27225.7265625
2023-05-23,26855.9609375,27434.68359375,26816.1796875,27225.7265625,13697203143,26851.27734375,27036.650390625,27011.650948660714,46.18703596023705,-384.16349978350627,0.013945303754316907,618.50390625,26334.818359375
2023-05-24,27224.603515625,27224.603515625,26106.576171875,26334.818359375,16299104428,27225.7265625,27398.802734375,26859.653180803572,38.30985154301738,-421.1606839454071,-0.03272302765106416,1118.02734375,26476.20703125
2023-05-25,26329.4609375,26591.51953125,25890.59375,26476.20703125,13851122697,26334.818359375,26832.208984375,26808.795758928572,40.0571013513227,-434.0686614275728,0.005368887301425707,700.92578125,26719.291015625
2023-05-26,26474.181640625,26916.669921875,26343.94921875,26719.291015625,12711619225,26476.20703125,26890.12890625,26784.39034598214,43.043899336297905,-419.8437827933449,0.009181223884829448,572.720703125,26868.353515625
2023-05-27,26720.181640625,26888.8828125,26621.140625,26868.353515625,7892015141,26719.291015625,27129.5859375,26747.071428571428,44.858347737863404,-392.02336468626163,0.005578834405180588,267.7421875,28085.646484375
2023-05-28,26871.158203125,28193.44921875,26802.751953125,28085.646484375,14545229578,26868.353515625,26753.826171875,26937.331473214286,56.92617768808086,-268.65324627260634,0.0453058267244435,1390.697265625,27745.884765625
2023-05-29,28075.591796875,28432.0390625,27563.876953125,27745.884765625,15181308984,28085.646484375,26851.27734375,27065.13253348214,53.41254246111505,-196.0376695664927,-0.0120973437068298,868.162109375,27702.349609375
2023-05-30,27745.123046875,28044.759765625,27588.501953125,27702.349609375,13251081851,27745.884765625,27225.7265625,27133.221540178572,52.96146102775514,-140.38396615496094,-0.0015690671469931194,456.2578125,27219.658203125
2023-05-31,27700.529296875,27831.677734375,26866.453125,27219.658203125,15656371534,27702.349609375,26334.818359375,27259.62723214286,48.110115141010645,-133.68611735783998,-0.01742420455507676,965.224609375,26819.97265625
2023-06-01,27218.412109375,27346.10546875,26671.720703125,26819.97265625,14678970415,27219.658203125,26476.20703125,27308.73660714286,44.4770605769711,-158.79877383607163,-0.014683709247646393,674.384765625,27249.58984375
2023-06-02,26824.556640625,27303.861328125,26574.64453125,27249.58984375,14837415000,26819.97265625,26719.291015625,27384.493582589286,48.94040855036201,-142.3928028564951,0.01601855426947596,729.216796875,27075.12890625
2023-06-03,27252.32421875,27317.052734375,26958.00390625,27075.12890625,8385597470,27249.58984375,26868.353515625,27414.03292410714,47.27832956607692,-141.83352370889406,-0.0064023326039167605,359.048828125,27119.06640625
2023-06-04,27075.123046875,27407.01953125,26968.224609375,27119.06640625,9360912318,27075.12890625,28085.646484375,27275.950055803572,47.75951568021467,-136.27401983303207,0.001622799291266075,438.794921875,25760.09765625
2023-06-05,27123.109375,27129.982421875,25445.16796875,25760.09765625,21513292646,27119.06640625,27745.884765625,26992.266183035714,36.62521553347638,-238.7730664279261,-0.05011119223804861,1684.814453125,27238.783203125
2023-06-06,25732.109375,27313.8203125,25434.8671875,27238.783203125,21929670693,25760.09765625,27702.349609375,26926.042410714286,50.22335947132952,-198.3997052751729,0.057402171630208665,1878.953125,26345.998046875
2023-06-07,27235.650390625,27332.181640625,26146.98828125,26345.998046875,19530045082,27238.783203125,27219.658203125,26801.233816964286,44.07435361512481,-235.72651791588578,-0.03277624957004588,1185.193359375,26508.216796875
